"","Cod_Mun","Sigla_UF","Nome_Municipio","Pop_2015","Consorcio_Saude","Coluna","Conta","Valor","Obitos","gasto_saude_percapita","percent_obitos"
"670",220955,"PI","SAO BRAZ DO PIAUI",4371,"Não","Despesas Empenhadas","10 - Saúde",2152984.2,28,492.561015785861,0.640585678334477
"671",220960,"PI","SAO FELIX DO PIAUI",2920,"Não","Despesas Empenhadas","10 - Saúde",2298291.94,18,787.086280821918,0.616438356164384
"672",220965,"PI","SAO FRANCISCO DE ASSIS DO PIAUI",5786,"Não","Despesas Empenhadas","10 - Saúde",2229263.13,39,385.285712063602,0.674040788109229
"673",220970,"PI","SAO FRANCISCO DO PIAUI",6329,"Não","Despesas Empenhadas","10 - Saúde",3498866.32,45,552.830829514931,0.711012798230368
"674",220975,"PI","SAO GONCALO DO GURGUEIA",2960,"Não","Despesas Empenhadas","10 - Saúde",1699543.56,12,574.170121621622,0.405405405405405
"675",220980,"PI","SAO GONCALO DO PIAUI",4903,"Não","Despesas Empenhadas","10 - Saúde",2525011.81,16,514.993230675097,0.326330817866612
"676",220985,"PI","SAO JOAO DA CANABRAVA",4523,"Não","Despesas Empenhadas","10 - Saúde",2207146.17,36,487.982792394428,0.795931903603803
"677",220987,"PI","SAO JOAO DA FRONTEIRA",5898,"Não","Despesas Empenhadas","10 - Saúde",2300291.05,23,390.012046456426,0.389962699220075
"678",220990,"PI","SAO JOAO DA SERRA",6081,"Não","Despesas Empenhadas","10 - Saúde",3774567.77,31,620.714976155238,0.509784574905443
"679",220995,"PI","SAO JOAO DA VARJOTA",4747,"Não","Despesas Empenhadas","10 - Saúde",2063591.75,32,434.714925215926,0.674109964187908
"680",220997,"PI","SAO JOAO DO ARRAIAL",7755,"Não","Despesas Empenhadas","10 - Saúde",2852810.68,32,367.867270148291,0.412637008381689
"681",221000,"PI","SAO JOAO DO PIAUI",20146,"Não","Despesas Empenhadas","10 - Saúde",11632256.06,115,577.397799066812,0.57083291968629
"682",221005,"PI","SAO JOSE DO DIVINO",5246,"Não","Despesas Empenhadas","10 - Saúde",2732542.13,21,520.881077011056,0.400304994281357
"683",221010,"PI","SAO JOSE DO PEIXE",3697,"Não","Despesas Empenhadas","10 - Saúde",3004728.54,20,812.747779280498,0.540979172301866
"684",221020,"PI","SAO JOSE DO PIAUI",6610,"Não","Despesas Empenhadas","10 - Saúde",2543641.15,49,384.817118003026,0.741301059001513
"685",221030,"PI","SAO JULIAO",6244,"Não","Despesas Empenhadas","10 - Saúde",2657643.01,53,425.631487828315,0.848814862267777
"686",221035,"PI","SAO LOURENCO DO PIAUI",4493,"Não","Despesas Empenhadas","10 - Saúde",2289137.16,27,509.4896861785,0.60093478744714
"687",221037,"PI","SAO LUIS DO PIAUI",2595,"Não","Despesas Empenhadas","10 - Saúde",1538003.65,16,592.679633911368,0.616570327552987
"688",221038,"PI","SAO MIGUEL DA BAIXA GRANDE",2409,"Não","Despesas Empenhadas","10 - Saúde",1531964.14,15,635.933640514736,0.62266500622665
"689",221039,"PI","SAO MIGUEL DO FIDALGO",2993,"Não","Despesas Empenhadas","10 - Saúde",2140717.13,14,715.241272970264,0.467758102238557
"690",221040,"PI","SAO MIGUEL DO TAPUIO",18105,"Não","Despesas Empenhadas","10 - Saúde",7458982.82,91,411.984690417012,0.502623584645126
"691",221050,"PI","SAO PEDRO DO PIAUI",13994,"Não","Despesas Empenhadas","10 - Saúde",7836418.03,93,559.984138202087,0.66457053022724
"692",221060,"PI","SAO RAIMUNDO NONATO",33802,"Não","Despesas Empenhadas","10 - Saúde",14284704.72,181,422.599394118691,0.535471273889119
"693",221063,"PI","SEBASTIAO LEAL",4209,"Não","Despesas Empenhadas","10 - Saúde",2675568.93,15,635.678054169637,0.356379187455453
"694",221065,"PI","SIGEFREDO PACHECO",9854,"Não","Despesas Empenhadas","10 - Saúde",3262286.45,48,331.062152425411,0.487111832758271
"695",221070,"PI","SIMOES",14411,"Não","Despesas Empenhadas","10 - Saúde",7169904.25,83,497.529959752966,0.575948927902297
"696",221080,"PI","SIMPLICIO MENDES",12424,"Não","Despesas Empenhadas","10 - Saúde",8695640.4,93,699.906664520283,0.748551191242756
"697",221093,"PI","SUSSUAPARA",6545,"Não","Despesas Empenhadas","10 - Saúde",2813810.48,38,429.917567608862,0.580595874713522
"698",221095,"PI","TAMBORIL DO PIAUI",2851,"Não","Despesas Empenhadas","10 - Saúde",1777598.96,17,623.500161346896,0.596282006313574
"699",221097,"PI","TANQUE DO PIAUI",2703,"Não","Despesas Empenhadas","10 - Saúde",2400245.48,14,887.993148353681,0.517943026267111
"700",221100,"PI","TERESINA",844245,"Não","Despesas Empenhadas","10 - Saúde",845432507.37,5162,1001.4065909422,0.611433884713561
"701",221110,"PI","UNIAO",43606,"Não","Despesas Empenhadas","10 - Saúde",18118448.07,266,415.503556161996,0.610007797092143
"702",221120,"PI","URUCUI",21011,"Não","Despesas Empenhadas","10 - Saúde",11627763.64,114,553.413147398982,0.542572937984865
"703",221130,"PI","VALENCA DO PIAUI",20568,"Não","Despesas Empenhadas","10 - Saúde",8220810.83,177,399.689363574485,0.860560093348891
"704",221135,"PI","VARZEA BRANCA",4889,"Não","Despesas Empenhadas","10 - Saúde",2016646.22,24,412.486443035386,0.49089793413786
"705",221140,"PI","VARZEA GRANDE",4334,"Não","Despesas Empenhadas","10 - Saúde",2701585.03,33,623.346799723119,0.761421319796954
"706",221150,"PI","VERA MENDES",3025,"Não","Despesas Empenhadas","10 - Saúde",2022266.23,25,668.517761983471,0.826446280991736
"707",221160,"PI","VILA NOVA DO PIAUI",2965,"Não","Despesas Empenhadas","10 - Saúde",2231205.68,29,752.514563237774,0.978077571669477
"708",221170,"PI","WALL FERRAZ",4375,"Não","Despesas Empenhadas","10 - Saúde",1933880.72,17,442.029878857143,0.388571428571429
"709",230015,"CE","ACARAPE",16288,"Não","Despesas Empenhadas","10 - Saúde",8009981.95,86,491.771976301572,0.527996070726915
"710",230020,"CE","ACARAU",61210,"Sim","Despesas Empenhadas","10 - Saúde",25198980.63,369,411.680781408267,0.602842672765888
"711",230030,"CE","ACOPIARA",53135,"Sim","Despesas Empenhadas","10 - Saúde",18614993.23,336,350.333927354851,0.63235155735391
"712",230040,"CE","AIUABA",16997,"Não","Despesas Empenhadas","10 - Saúde",8473009.39,78,498.500287697829,0.45890451256104
"713",230050,"CE","ALCANTARAS",11321,"Sim","Despesas Empenhadas","10 - Saúde",5370590.17,82,474.391853193181,0.724317639784471
"714",230060,"CE","ALTANEIRA",7344,"Não","Despesas Empenhadas","10 - Saúde",4134042.14,65,562.914234749455,0.885076252723311
"715",230070,"CE","ALTO SANTO",16876,"Sim","Despesas Empenhadas","10 - Saúde",7513510.74,86,445.218697558663,0.509599431144821
"716",230075,"CE","AMONTADA",42098,"Sim","Despesas Empenhadas","10 - Saúde",13917425.21,213,330.595876526201,0.50596227849304
"717",230080,"CE","ANTONINA DO NORTE",7227,"Sim","Despesas Empenhadas","10 - Saúde",3945523.86,36,545.942141967621,0.49813200498132
"718",230090,"CE","APUIARES",14565,"Sim","Despesas Empenhadas","10 - Saúde",6725452.45,87,461.754373498112,0.597322348094748
"719",230100,"CE","AQUIRAZ",77717,"Não","Despesas Empenhadas","10 - Saúde",44759233.26,444,575.925901154188,0.571303575794228
"720",230110,"CE","ARACATI",72727,"Sim","Despesas Empenhadas","10 - Saúde",40836646.23,460,561.505991309967,0.632502371883895
"721",230120,"CE","ARACOIABA",26134,"Sim","Despesas Empenhadas","10 - Saúde",19511905.35,190,746.609985076911,0.727022269840055
"722",230125,"CE","ARARENDA",10775,"Sim","Despesas Empenhadas","10 - Saúde",5471715.51,81,507.815824593967,0.751740139211137
"723",230130,"CE","ARARIPE",21289,"Sim","Despesas Empenhadas","10 - Saúde",9518649.24,138,447.115845741932,0.648222086523557
"724",230140,"CE","ARATUBA",11358,"Sim","Despesas Empenhadas","10 - Saúde",6472777.69,71,569.887100721958,0.625110054587075
"725",230150,"CE","ARNEIROZ",7771,"Sim","Despesas Empenhadas","10 - Saúde",4460623.16,60,574.008899755501,0.772101402650882
"726",230160,"CE","ASSARE",23126,"Sim","Despesas Empenhadas","10 - Saúde",10047437.92,127,434.465014269653,0.549165441494422
"727",230170,"CE","AURORA",24602,"Sim","Despesas Empenhadas","10 - Saúde",12331375.22,158,501.23466466141,0.642224209413869
"728",230180,"CE","BAIXIO",6198,"Sim","Despesas Empenhadas","10 - Saúde",4109102.29,42,662.972295901904,0.677637947725073
"729",230185,"CE","BANABUIU",17906,"Sim","Despesas Empenhadas","10 - Saúde",10578044.84,92,590.754207528203,0.513794258907629
"730",230190,"CE","BARBALHA",58855,"Sim","Despesas Empenhadas","10 - Saúde",92709694.51,419,1575.22206286637,0.711919123269051
"731",230195,"CE","BARREIRA",20687,"Sim","Despesas Empenhadas","10 - Saúde",10463476.77,140,505.799621501426,0.67675351670131
"732",230200,"CE","BARRO",22279,"Sim","Despesas Empenhadas","10 - Saúde",10364007.41,156,465.19176848153,0.700210960994659
"733",230205,"CE","BARROQUINHA",14828,"Sim","Despesas Empenhadas","10 - Saúde",7160926.1,84,482.932701645535,0.566495818721338
"734",230210,"CE","BATURITE",34949,"Sim","Despesas Empenhadas","10 - Saúde",21437255.48,204,613.386805917194,0.583707688345875
"735",230220,"CE","BEBERIBE",52310,"Sim","Despesas Empenhadas","10 - Saúde",19383950.72,299,370.559180271459,0.571592429745746
"736",230230,"CE","BELA CRUZ",32103,"Sim","Despesas Empenhadas","10 - Saúde",14170671.79,173,441.412696321216,0.538890446375728
"737",230240,"CE","BOA VIAGEM",53838,"Sim","Despesas Empenhadas","10 - Saúde",14884253.09,357,276.463707604294,0.663100412348156
"738",230250,"CE","BREJO SANTO",48056,"Sim","Despesas Empenhadas","10 - Saúde",42321348.06,299,880.667306059597,0.622190777426336
"739",230260,"CE","CAMOCIM",62473,"Sim","Despesas Empenhadas","10 - Saúde",27469011.06,393,439.694124821923,0.629071758999888
"740",230270,"CE","CAMPOS SALES",27123,"Sim","Despesas Empenhadas","10 - Saúde",7957041.66,214,293.368788850791,0.788998267153338
"741",230280,"CE","CANINDE",76998,"Sim","Despesas Empenhadas","10 - Saúde",40315428.93,477,523.590598846723,0.619496610301566
"742",230290,"CE","CAPISTRANO",17573,"Sim","Despesas Empenhadas","10 - Saúde",9060903.74,111,515.615076537871,0.631650827974734
"743",230310,"CE","CARIRE",18645,"Sim","Despesas Empenhadas","10 - Saúde",10268165.92,124,550.719545186377,0.665057656208099
"744",230320,"CE","CARIRIACU",26858,"Sim","Despesas Empenhadas","10 - Saúde",11542295.71,175,429.752614118698,0.651574949735647
"745",230330,"CE","CARIUS",18810,"Não","Despesas Empenhadas","10 - Saúde",7720198.9,120,410.430563530037,0.637958532695375
"746",230340,"CE","CARNAUBAL",17463,"Sim","Despesas Empenhadas","10 - Saúde",8651482.77,86,495.417898986428,0.492469793277215
"747",230350,"CE","CASCAVEL",70047,"Sim","Despesas Empenhadas","10 - Saúde",31806997.61,393,454.080797321798,0.561051865176239
"748",230360,"CE","CATARINA",20079,"Não","Despesas Empenhadas","10 - Saúde",9453590.49,72,470.819786343941,0.358583594800538
"749",230365,"CE","CATUNDA",10294,"Não","Despesas Empenhadas","10 - Saúde",5174249.8,46,502.647153681756,0.446862249854284
"750",230370,"CE","CAUCAIA",353932,"Sim","Despesas Empenhadas","10 - Saúde",103794267.64,1791,293.26047839698,0.506029406778703
"751",230380,"CE","CEDRO",25013,"Sim","Despesas Empenhadas","10 - Saúde",13169128.24,172,526.49135409587,0.687642425938512
"752",230390,"CE","CHAVAL",12910,"Sim","Despesas Empenhadas","10 - Saúde",6201036.15,87,480.328129357088,0.673896204492641
"753",230393,"CE","CHORO",13294,"Sim","Despesas Empenhadas","10 - Saúde",7287313.02,68,548.165564916504,0.51150895140665
"754",230395,"CE","CHOROZINHO",19192,"Sim","Despesas Empenhadas","10 - Saúde",9204711.19,133,479.611879428929,0.692997082117549
"755",230400,"CE","COREAU",22889,"Sim","Despesas Empenhadas","10 - Saúde",10094027.04,133,440.999040587182,0.581065140460483
"756",230410,"CE","CRATEUS",74271,"Sim","Despesas Empenhadas","10 - Saúde",37548625.1,528,505.562401206393,0.710910045643656
"757",230420,"CE","CRATO",128680,"Sim","Despesas Empenhadas","10 - Saúde",79724006.6,851,619.55242928194,0.661330432079577
"758",230423,"CE","CROATA",17728,"Sim","Despesas Empenhadas","10 - Saúde",8093925.78,125,456.561697879061,0.705099277978339
"759",230425,"CE","CRUZ",23677,"Sim","Despesas Empenhadas","10 - Saúde",12087068.2,163,510.498297926258,0.688431811462601
"760",230426,"CE","DEPUTADO IRAPUAN PINHEIRO",9444,"Sim","Despesas Empenhadas","10 - Saúde",5628378.63,65,595.974018424396,0.688267683185091
"761",230428,"CE","EUSEBIO",51127,"Não","Despesas Empenhadas","10 - Saúde",50617092.6,305,990.026651280146,0.596553680051636
"762",230430,"CE","FARIAS BRITO",18861,"Não","Despesas Empenhadas","10 - Saúde",10829128.27,133,574.154513016277,0.705158793277133
"763",230440,"CE","FORTALEZA",2591188,"Não","Despesas Empenhadas","10 - Saúde",1741826070.36,16298,672.211383488963,0.628977905115337
"764",230445,"CE","FORTIM",15951,"Sim","Despesas Empenhadas","10 - Saúde",7307318.26,75,458.110354209767,0.470189956742524
"765",230450,"CE","FRECHEIRINHA",13541,"Sim","Despesas Empenhadas","10 - Saúde",6364832.57,100,470.041545676095,0.738497895280998
"766",230460,"CE","GENERAL SAMPAIO",6763,"Sim","Despesas Empenhadas","10 - Saúde",4074630.63,38,602.488633742422,0.561880822120361
"767",230465,"CE","GRACA",15294,"Sim","Despesas Empenhadas","10 - Saúde",5694948.51,59,372.364882306787,0.385772198247679
"768",230470,"CE","GRANJA",53918,"Sim","Despesas Empenhadas","10 - Saúde",16329802.06,284,302.863645906747,0.526725768759969
"769",230480,"CE","GRANJEIRO",4494,"Sim","Despesas Empenhadas","10 - Saúde",3408016.65,16,758.348164218959,0.356030262572319
"770",230490,"CE","GROAIRAS",10847,"Sim","Despesas Empenhadas","10 - Saúde",6406429.69,88,590.617653729142,0.811284226053287
"771",230495,"CE","GUAIUBA",25841,"Sim","Despesas Empenhadas","10 - Saúde",11858429.32,153,458.899784064084,0.592082349754266
"772",230500,"CE","GUARACIABA DO NORTE",39151,"Sim","Despesas Empenhadas","10 - Saúde",13093496.43,272,334.435810834972,0.694745983499783
"773",230510,"CE","GUARAMIRANGA",3720,"Sim","Despesas Empenhadas","10 - Saúde",4379666.05,45,1177.32958333333,1.20967741935484
"774",230520,"CE","HIDROLANDIA",20055,"Sim","Despesas Empenhadas","10 - Saúde",6623472.11,148,330.265375716779,0.737970580902518
"775",230523,"CE","HORIZONTE",63365,"Sim","Despesas Empenhadas","10 - Saúde",42832038.56,360,675.95736700071,0.568136984139509
"776",230526,"CE","IBARETAMA",13188,"Sim","Despesas Empenhadas","10 - Saúde",5544294.34,82,420.404484379739,0.62177737336973
"777",230530,"CE","IBIAPINA",24649,"Sim","Despesas Empenhadas","10 - Saúde",13689301.53,165,555.369448253479,0.669398352874356
"778",230533,"CE","IBICUITINGA",12130,"Sim","Despesas Empenhadas","10 - Saúde",6243065.13,71,514.679730420445,0.585325638911789
"779",230535,"CE","ICAPUI",19418,"Sim","Despesas Empenhadas","10 - Saúde",10902480.2,107,561.462570810588,0.551035122051705
"780",230540,"CE","ICO",67198,"Sim","Despesas Empenhadas","10 - Saúde",25983667.32,450,386.673224203101,0.669662787582964
"781",230550,"CE","IGUATU",101386,"Sim","Despesas Empenhadas","10 - Saúde",61808240.28,663,609.632890931687,0.653936440928728
"782",230560,"CE","INDEPENDENCIA",25957,"Sim","Despesas Empenhadas","10 - Saúde",9893828.76,208,381.162259120854,0.801325268713642
"783",230565,"CE","IPAPORANGA",11499,"Sim","Despesas Empenhadas","10 - Saúde",6913458.19,90,601.222557613706,0.782676754500391
"784",230570,"CE","IPAUMIRIM",12305,"Sim","Despesas Empenhadas","10 - Saúde",5547764.68,77,450.854504672897,0.625761885412434
"785",230580,"CE","IPU",41391,"Sim","Despesas Empenhadas","10 - Saúde",18468075.78,270,446.185783866058,0.652315720808871
"786",230590,"CE","IPUEIRAS",38022,"Sim","Despesas Empenhadas","10 - Saúde",12199492.95,332,320.85353085056,0.873178686023881
"787",230600,"CE","IRACEMA",14071,"Sim","Despesas Empenhadas","10 - Saúde",10045813.79,116,713.937445099851,0.824390590576363
"788",230610,"CE","IRAUCUBA",23543,"Sim","Despesas Empenhadas","10 - Saúde",10474416.92,124,444.90578600858,0.526695833156352
"789",230620,"CE","ITAICABA",7656,"Sim","Despesas Empenhadas","10 - Saúde",4958709.6,45,647.68934169279,0.587774294670846
"790",230625,"CE","ITAITINGA",38540,"Não","Despesas Empenhadas","10 - Saúde",18641916.12,264,483.70306486767,0.685002594706798
"791",230630,"CE","ITAPAGE",51113,"Sim","Despesas Empenhadas","10 - Saúde",19226787.75,279,376.162380412028,0.54584939252245
"792",230640,"CE","ITAPIPOCA",124950,"Sim","Despesas Empenhadas","10 - Saúde",56996948.32,659,456.158049779912,0.527410964385754
"793",230650,"CE","ITAPIUNA",19724,"Sim","Despesas Empenhadas","10 - Saúde",8990643.13,104,455.822507097952,0.527276414520381
"794",230655,"CE","ITAREMA",40398,"Sim","Despesas Empenhadas","10 - Saúde",12422533.72,203,307.503681370365,0.502500123768503
"795",230660,"CE","ITATIRA",20285,"Sim","Despesas Empenhadas","10 - Saúde",8638845.33,121,425.873568153808,0.596499876756224
"796",230670,"CE","JAGUARETAMA",17997,"Sim","Despesas Empenhadas","10 - Saúde",8685141.49,130,482.588291937545,0.722342612657665
"797",230680,"CE","JAGUARIBARA",11102,"Sim","Despesas Empenhadas","10 - Saúde",6226645.18,73,560.857969735183,0.657539182129346
"798",230690,"CE","JAGUARIBE",34561,"Sim","Despesas Empenhadas","10 - Saúde",18367658.44,247,531.456220595469,0.714678394722375
"799",230700,"CE","JAGUARUANA",33469,"Sim","Despesas Empenhadas","10 - Saúde",13785928.69,212,411.901421912815,0.633421972571633
"800",230710,"CE","JARDIM",27072,"Sim","Despesas Empenhadas","10 - Saúde",14488405.72,172,535.180471335697,0.635342789598109
"801",230720,"CE","JATI",7807,"Sim","Despesas Empenhadas","10 - Saúde",6663902.28,59,853.580412450365,0.755732035352888
"802",230725,"CE","JIJOCA DE JERICOACOARA",18926,"Sim","Despesas Empenhadas","10 - Saúde",9472028.32,83,500.477032653493,0.43855014266089
"803",230730,"CE","JUAZEIRO DO NORTE",266022,"Sim","Despesas Empenhadas","10 - Saúde",107064004.59,1760,402.462971445971,0.661599416589605
"804",230740,"CE","JUCAS",24479,"Sim","Despesas Empenhadas","10 - Saúde",10428775.5,182,426.029474243229,0.743494423791822
"805",230750,"CE","LAVRAS DA MANGABEIRA",31383,"Sim","Despesas Empenhadas","10 - Saúde",14328334.12,210,456.563557339961,0.669152088710448
"806",230760,"CE","LIMOEIRO DO NORTE",58175,"Sim","Despesas Empenhadas","10 - Saúde",26882208.51,387,462.092110184787,0.665234207133648
"807",230763,"CE","MADALENA",19425,"Sim","Despesas Empenhadas","10 - Saúde",8978800.87,104,462.229131016731,0.535392535392535
"808",230765,"CE","MARACANAU",221504,"Sim","Despesas Empenhadas","10 - Saúde",175250830.77,1274,791.185851135871,0.575158913608784
"809",230770,"CE","MARANGUAPE",123570,"Sim","Despesas Empenhadas","10 - Saúde",45284984.19,622,366.472316824472,0.503358420328559
"810",230780,"CE","MARCO",26484,"Sim","Despesas Empenhadas","10 - Saúde",12191135.26,157,460.32076952122,0.592810753662589
"811",230790,"CE","MARTINOPOLE",10895,"Sim","Despesas Empenhadas","10 - Saúde",4949023.22,58,454.247197797155,0.532354290959156
"812",230800,"CE","MASSAPE",37560,"Sim","Despesas Empenhadas","10 - Saúde",11467709.77,206,305.317086528222,0.548455804046858
"813",230810,"CE","MAURITI",46113,"Sim","Despesas Empenhadas","10 - Saúde",21131345.3,284,458.251367293388,0.615878385704682
"814",230820,"CE","MERUOCA",14674,"Sim","Despesas Empenhadas","10 - Saúde",10572224.34,67,720.473241106719,0.456589886874744
"815",230830,"CE","MILAGRES",28354,"Sim","Despesas Empenhadas","10 - Saúde",13841870.58,183,488.180524088312,0.645411582140086
"816",230835,"CE","MILHA",13170,"Sim","Despesas Empenhadas","10 - Saúde",7933596.07,130,602.399094153379,0.987091875474563
"817",230837,"CE","MIRAIMA",13428,"Sim","Despesas Empenhadas","10 - Saúde",4811218.24,66,358.29745606196,0.491510277033065
"818",230840,"CE","MISSAO VELHA",35240,"Sim","Despesas Empenhadas","10 - Saúde",13899707.67,205,394.42984307605,0.581725312145289
"819",230850,"CE","MOMBACA",43619,"Sim","Despesas Empenhadas","10 - Saúde",14531012.92,338,333.134939361288,0.774891675645934
"820",230860,"CE","MONSENHOR TABOSA",17012,"Sim","Despesas Empenhadas","10 - Saúde",5915009.79,118,347.696319656713,0.693628027274865
"821",230870,"CE","MORADA NOVA",61903,"Sim","Despesas Empenhadas","10 - Saúde",22440235.1,445,362.506422952038,0.718866613895934
"822",230880,"CE","MORAUJO",8520,"Sim","Despesas Empenhadas","10 - Saúde",3403537.49,44,399.476231220657,0.516431924882629
"823",230890,"CE","MORRINHOS",21905,"Sim","Despesas Empenhadas","10 - Saúde",8812804.25,111,402.319299246747,0.506733622460625
"824",230900,"CE","MUCAMBO",14357,"Sim","Despesas Empenhadas","10 - Saúde",9292165.03,132,647.22191474542,0.919412133454064
"825",230910,"CE","MULUNGU",12526,"Sim","Despesas Empenhadas","10 - Saúde",6205234.54,56,495.388355420725,0.447070094204056
"826",230920,"CE","NOVA OLINDA",15181,"Não","Despesas Empenhadas","10 - Saúde",10195477.11,97,671.594566234108,0.638956590474936
"827",230930,"CE","NOVA RUSSAS",31870,"Sim","Despesas Empenhadas","10 - Saúde",12641992.83,303,396.673763100094,0.950737370567932
"828",230940,"CE","NOVO ORIENTE",28220,"Sim","Despesas Empenhadas","10 - Saúde",11263779.53,196,399.141726789511,0.694542877391921
"829",230945,"CE","OCARA",25123,"Sim","Despesas Empenhadas","10 - Saúde",14688226.1,142,584.65255343709,0.565219121920153
"830",230950,"CE","OROS",21394,"Sim","Despesas Empenhadas","10 - Saúde",10382892.13,163,485.317945685706,0.761895858651959
"831",230960,"CE","PACAJUS",68800,"Sim","Despesas Empenhadas","10 - Saúde",23914311.55,360,347.591737645349,0.523255813953488
"832",230970,"CE","PACATUBA",80378,"Sim","Despesas Empenhadas","10 - Saúde",22625539.95,362,281.489212844311,0.450371992336211
"833",230980,"CE","PACOTI",11910,"Sim","Despesas Empenhadas","10 - Saúde",6604072.41,74,554.498103274559,0.621326616288833
"834",230990,"CE","PACUJA",6168,"Sim","Despesas Empenhadas","10 - Saúde",3472186.02,53,562.935476653696,0.859273670557717
"835",231000,"CE","PALHANO",9209,"Sim","Despesas Empenhadas","10 - Saúde",5062774.1,61,549.763720273645,0.662395482679987
"836",231010,"CE","PALMACIA",12895,"Não","Despesas Empenhadas","10 - Saúde",4465505.12,65,346.297411399767,0.504071345482745
"837",231020,"CE","PARACURU",33426,"Sim","Despesas Empenhadas","10 - Saúde",19196906.15,212,574.310601029139,0.634236821635852
"838",231025,"CE","PARAIPABA",31986,"Sim","Despesas Empenhadas","10 - Saúde",14521944.5,179,454.009394735197,0.559619833677234
"839",231030,"CE","PARAMBU",31293,"Sim","Despesas Empenhadas","10 - Saúde",7726401.17,241,246.905096027866,0.770140286965136
"840",231040,"CE","PARAMOTI",11549,"Sim","Despesas Empenhadas","10 - Saúde",5238276.05,81,453.569664040177,0.701359425058447
"841",231050,"CE","PEDRA BRANCA",42746,"Não","Despesas Empenhadas","10 - Saúde",16194503.55,289,378.854244841623,0.676086651382586
"842",231070,"CE","PENTECOSTE",36773,"Sim","Despesas Empenhadas","10 - Saúde",20036379.84,217,544.866609740842,0.590106871889702
"843",231080,"CE","PEREIRO",16115,"Sim","Despesas Empenhadas","10 - Saúde",6496305.29,111,403.121643810115,0.688799255352156
"844",231085,"CE","PINDORETAMA",20207,"Sim","Despesas Empenhadas","10 - Saúde",10127086.61,167,501.167249468006,0.826446280991736
"845",231090,"CE","PIQUET CARNEIRO",16461,"Sim","Despesas Empenhadas","10 - Saúde",7774762.95,135,472.314133406233,0.820120284308365
"846",231095,"CE","PIRES FERREIRA",10674,"Sim","Despesas Empenhadas","10 - Saúde",4724257.14,55,442.594822934233,0.515270751358441
"847",231100,"CE","PORANGA",12224,"Sim","Despesas Empenhadas","10 - Saúde",2394467.89,83,195.882517179319,0.678992146596859
"848",231110,"CE","PORTEIRAS",15010,"Sim","Despesas Empenhadas","10 - Saúde",8890117.07,117,592.279618254497,0.77948034643571
"849",231120,"CE","POTENGI",10790,"Sim","Despesas Empenhadas","10 - Saúde",5906848.2,75,547.437275254866,0.695088044485635
"850",231123,"CE","POTIRETAMA",6318,"Sim","Despesas Empenhadas","10 - Saúde",3383220.53,43,535.489162709718,0.680595125039569
"851",231126,"CE","QUITERIANOPOLIS",20690,"Sim","Despesas Empenhadas","10 - Saúde",6873076.57,124,332.193164330595,0.599323344610923
"852",231130,"CE","QUIXADA",85351,"Sim","Despesas Empenhadas","10 - Saúde",44362477.13,547,519.765171234081,0.640882942203372
"853",231135,"CE","QUIXELO",14949,"Sim","Despesas Empenhadas","10 - Saúde",8065717,105,539.548933038999,0.702388119606663
"854",231140,"CE","QUIXERAMOBIM",77174,"Sim","Despesas Empenhadas","10 - Saúde",39311792.49,503,509.391666753052,0.651773913494182
"855",231150,"CE","QUIXERE",21572,"Sim","Despesas Empenhadas","10 - Saúde",12941980.63,116,599.943474411274,0.537734099758947
"856",231160,"CE","REDENCAO",27272,"Sim","Despesas Empenhadas","10 - Saúde",14989192.62,214,549.61838589029,0.784687591669111
"857",231170,"CE","RERIUTABA",19015,"Sim","Despesas Empenhadas","10 - Saúde",7794166.95,142,409.895711280568,0.746778858795688
"858",231180,"CE","RUSSAS",75018,"Sim","Despesas Empenhadas","10 - Saúde",38927796.06,449,518.912741741982,0.598523021141593
"859",231190,"CE","SABOEIRO",15753,"Sim","Despesas Empenhadas","10 - Saúde",9793931.59,104,621.718503777058,0.660191709515648
"860",231195,"CE","SALITRE",16161,"Sim","Despesas Empenhadas","10 - Saúde",5977554.94,81,369.875313408824,0.501206608501949
"861",231200,"CE","SANTANA DO ACARAU",31596,"Sim","Despesas Empenhadas","10 - Saúde",12827479.24,149,405.984277756678,0.471578680845677
"862",231210,"CE","SANTANA DO CARIRI",17468,"Sim","Despesas Empenhadas","10 - Saúde",7842539.6,112,448.966086558278,0.641172429585528
"863",231220,"CE","SANTA QUITERIA",43359,"Sim","Despesas Empenhadas","10 - Saúde",16530482.04,302,381.24684702138,0.696510528379345
"864",231230,"CE","SAO BENEDITO",46171,"Sim","Despesas Empenhadas","10 - Saúde",18672804.91,347,404.427127634229,0.751554005761192
"865",231240,"CE","SAO GONCALO DO AMARANTE",47297,"Sim","Despesas Empenhadas","10 - Saúde",45428083.87,283,960.485524874728,0.598346618178743
"866",231250,"CE","SAO JOAO DO JAGUARIBE",7721,"Sim","Despesas Empenhadas","10 - Saúde",5435365.94,66,703.97175754436,0.854811552907655
"867",231260,"CE","SAO LUIS DO CURU",12760,"Sim","Despesas Empenhadas","10 - Saúde",7468254.3,79,585.286387147335,0.619122257053292
"868",231270,"CE","SENADOR POMPEU",26547,"Sim","Despesas Empenhadas","10 - Saúde",13156896.99,203,495.607676573624,0.764681508268354
"869",231280,"CE","SENADOR SA",7367,"Sim","Despesas Empenhadas","10 - Saúde",2961547.91,34,402.001888149858,0.461517578390118
